Player,Pos,Team,GP,GS,MIN,PTS,AST,STL,BLK,TOV,REB,OREB,DREB,FGM,FG%,3PTM,FT%,FTM,TVS,Age,Weight,Height,Year
Aaron Gordon,PF,ORL,62,62,"2,017",894,228,51,39,100,475,107,368,335,43.7,73,30.8,151,45.64,24,235,"6'8""",2020
Zach LaVine,SG,CHI,60,60,"2,085","1,530",254,88,28,206,289,41,248,539,45.0,184,38.0,268,86.88,24,200,"6'5""",2020
Kent Bazemore,SG,SAC,68,21,"1,687",597,93,74,40,91,294,27,267,200,37.5,84,34.4,113,4.65,30,195,"6'4""",2020
Goran Dragic,PG,MIA,59,3,"1,662",953,301,40,10,144,187,29,158,319,44.1,124,36.7,191,38.54,33,190,"6'4""",2020
Jeff Teague,PG,ATL,59,17,"1,464",641,308,44,19,116,142,27,115,213,43.6,43,36.8,172,11.22,31,195,"6'3""",2020
Evan Turner,SF,MIN,19,0,251,62,38,9,8,26,38,8,30,25,37.3,0,0.0,12,0.0,31,220,"6'6""",2020
Tristan Thompson,C,CLE,57,51,"1,721",684,120,33,50,103,577,226,351,288,51.2,9,39.1,99,34.47,28,250,"6'9""",2020
Draymond Green,PF,GSW,43,43,"1,221",345,266,59,33,98,266,23,243,123,38.9,36,27.9,63,40.14,29,235,"6'6""",2020
Gary Harris,SG,DEN,56,55,"1,780",581,118,76,14,60,163,26,137,218,42.0,70,33.3,75,3.4,25,205,"6'4""",2020
Julius Randle,PF,NYK,64,64,"2,080","1,248",198,51,22,193,622,151,471,463,46.0,64,27.7,258,60.13,25,250,"6'8""",2020
Derrick Favors,PF,NOP,51,49,"1,242",459,81,30,46,55,501,163,338,209,61.7,1,14.3,40,28.31,28,265,"6'9""",2020
Andre Iguodala,SF,MIA,21,0,418,96,51,14,21,26,78,17,61,38,43.2,14,29.8,6,0.0,36,215,"6'6""",2020
Evan Fournier,SG,ORL,66,66,"2,075","1,221",209,71,15,125,171,18,153,434,46.7,173,39.9,180,51.48,27,205,"6'6""",2020
Bismack Biyombo,C,CHA,53,29,"1,029",393,50,10,49,48,308,120,188,151,54.3,0,0.0,91,4.28,27,255,"6'8""",2020
Bojan Bogdanovic,SF,UTA,63,63,"2,082","1,275",131,34,7,159,259,39,220,418,44.7,189,41.4,250,41.18,30,226,"6'7""",2020
Ricky Rubio,PG,PHX,65,65,"2,016",847,570,94,11,173,304,46,258,287,41.5,78,36.1,195,69.08,29,190,"6'3""",2020
Jonas Valanciunas,C,MEM,70,70,"1,845","1,044",131,30,77,127,788,213,575,432,58.5,32,35.2,148,80.39,27,265,"7'0""",2020
Brandon Knight,PG,DET,26,3,462,183,69,10,3,38,41,4,37,59,35.3,45,34.4,20,3.9,28,182,"6'2""",2020
Eric Bledsoe,PG,MIL,61,61,"1,646",911,328,57,26,148,283,44,239,334,47.4,74,34.4,169,56.1,30,214,"6'1""",2020
Kelly Oubre Jr.,SF,PHX,56,55,"1,933","1,046",85,71,40,83,361,67,294,373,45.2,108,35.2,192,66.14,24,203,"6'6""",2020
Dennis Schröder,PG,OKC,65,2,"1,998","1,229",262,45,14,166,236,19,217,453,46.9,125,38.5,198,45.81,26,172,"6'1""",2020
James Johnson,PF,MIN,32,1,619,270,74,25,32,48,118,25,93,103,47.9,33,36.3,31,15.37,32,240,"6'7""",2020
Marcus Morris Sr.,PF,LAC,62,62,"1,936","1,033",86,47,30,97,311,59,252,355,43.8,142,40.8,181,46.93,30,218,"6'8""",2020
Danny Green,SG,LAL,68,68,"1,686",547,91,85,32,63,225,51,174,197,41.6,120,36.7,33,17.36,32,215,"6'6""",2020
Rudy Gay,PF,SAS,67,5,"1,460",726,114,35,33,88,362,61,301,266,44.6,74,33.6,120,17.65,33,250,"6'8""",2020
Eric Gordon,SG,HOU,36,15,"1,016",520,54,23,13,43,71,9,62,171,36.9,96,31.7,82,14.53,31,215,"6'3""",2020
Mason Plumlee,C,DEN,61,1,"1,057",437,154,33,38,82,317,98,219,177,61.5,0,0.0,83,24.61,29,254,"7'0""",2020
J.J. Redick,SG,NOP,60,36,"1,580",917,119,20,10,75,151,10,141,286,45.3,180,45.3,165,36.97,35,200,"6'3""",2020
Jordan Clarkson,SG,UTA,71,2,"1,704","1,078",136,46,16,97,187,50,137,394,45.4,152,36.8,138,45.1,27,194,"6'5""",2020
Jusuf Nurkic,C,POR,8,8,253,141,32,11,16,19,82,23,59,54,49.5,2,20.0,31,0.0,25,290,"7'0""",2020
Justise Winslow,SF,MEM,11,5,352,124,44,7,5,24,73,16,57,50,38.8,6,22.2,18,0.0,23,222,"6'6""",2020
Thaddeus Young,PF,CHI,64,16,"1,590",659,117,92,23,102,315,94,221,269,44.8,79,35.6,42,22.17,31,235,"6'8""",2020
Will Barton,SG,DEN,58,58,"1,915",874,212,61,29,88,365,76,289,332,45.0,108,37.5,102,73.85,29,181,"6'5""",2020
Courtney Lee,SG,DAL,24,9,345,107,12,18,6,11,32,7,25,40,48.8,21,44.7,6,0.0,34,215,"6'5""",2020
Solomon Hill,SF,MIA,59,4,"1,088",323,104,43,12,51,165,29,136,110,39.6,63,36.8,40,7.41,28,226,"6'6""",2020
Larry Nance Jr.,PF,CLE,56,10,"1,472",564,123,56,22,60,409,106,303,229,53.1,56,35.2,50,64.36,27,245,"6'8""",2020
Marcus Smart,PG,BOS,60,40,"1,919",776,291,101,29,103,225,42,183,256,37.5,137,34.7,127,68.46,25,220,"6'3""",2020
Terrence Ross,SG,ORL,69,0,"1,889","1,016",82,77,24,70,222,13,209,341,40.3,177,35.1,157,36.08,28,206,"6'7""",2020
Patty Mills,PG,SAS,66,1,"1,484",767,118,53,6,54,108,22,86,258,43.1,154,38.2,97,24.98,31,180,"6'0""",2020
Patrick Beverley,PG,LAC,51,50,"1,341",405,183,54,25,67,266,57,209,147,43.1,80,38.8,31,42.32,31,180,"6'2""",2020
Trevor Ariza,SF,POR,53,21,"1,492",423,91,69,15,56,246,34,212,142,43.8,77,37.2,62,23.12,34,215,"6'8""",2020
Brook Lopez,C,MIL,68,67,"1,816",813,99,46,163,70,312,58,254,292,43.5,102,31.4,127,62.28,31,284,"7'1""",2020
Cory Joseph,PG,SAC,72,26,"1,759",458,251,53,21,80,188,44,144,171,41.5,56,35.2,60,12.02,28,200,"6'3""",2020
Joe Ingles,SF,UTA,72,45,"2,136",707,373,65,11,142,278,27,251,246,44.5,141,39.9,74,51.95,32,235,"6'9""",2020
Tony Snell,SG,DET,59,57,"1,641",474,127,32,15,31,111,9,102,170,44.5,102,40.2,32,12.66,28,213,"6'6""",2020
Robert Covington,SF,HOU,70,68,"2,136",870,88,114,94,103,463,63,400,305,42.2,161,33.5,99,68.71,29,209,"6'7""",2020
Meyers Leonard,C,MIA,51,49,"1,033",309,55,14,15,39,260,30,230,119,50.9,53,41.4,18,15.02,27,260,"7'0""",2020
Maurice Harkless,SF,NYK,62,48,"1,426",357,68,58,33,53,240,55,185,142,50.2,34,34.7,39,17.43,26,220,"6'9""",2020
T.J. Warren,SF,IND,67,67,"2,202","1,326",99,78,34,84,280,68,212,534,53.6,91,40.3,167,83.64,26,220,"6'8""",2020
Andre Roberson,SG,OKC,7,0,86,20,4,1,3,2,27,7,20,8,27.6,3,21.4,1,0.0,28,210,"6'7""",2020
Spencer Dinwiddie,PG,BKN,64,49,"1,994","1,318",432,40,21,174,221,32,189,424,41.5,123,30.8,347,91.83,26,212,"6'5""",2020
Jeremy Lamb,SG,IND,46,42,"1,291",577,96,55,22,50,200,24,176,216,45.1,53,33.5,92,47.0,27,180,"6'5""",2020
Josh Richardson,SF,PHI,55,53,"1,693",755,162,52,36,104,174,41,133,278,43.0,85,34.1,114,44.24,26,200,"6'6""",2020
Norman Powell,SG,TOR,52,26,"1,478",830,91,60,21,77,190,26,164,296,49.5,109,39.9,129,67.31,26,215,"6'4""",2020
Tomas Satoransky,SG,CHI,65,64,"1,877",644,354,80,7,130,254,76,178,237,43.0,64,32.2,106,47.11,28,210,"6'7""",2020
Zion Williamson,PF,NOP,24,24,668,540,50,16,9,59,150,64,86,210,58.3,6,42.9,114,0.0,19,285,"6'6""",2020
Markelle Fultz,PG,ORL,72,60,"1,996",870,369,90,11,147,238,41,197,359,46.5,36,26.7,116,50.73,21,209,"6'4""",2020
John Henson,PF,DET,40,8,600,221,54,24,42,36,162,46,116,95,55.6,8,22.2,23,14.05,29,219,"6'9""",2020
Matthew Dellavedova,PG,CLE,57,4,820,177,180,20,2,59,75,18,57,62,35.4,21,23.1,32,3.86,29,200,"6'3""",2020
Dante Exum,PG,CLE,35,1,485,159,40,13,8,31,67,12,55,56,47.1,15,34.9,32,4.38,24,214,"6'5""",2020
Delon Wright,PG,DAL,73,5,"1,569",504,244,85,22,73,280,70,210,190,46.2,47,37.0,77,49.51,27,185,"6'5""",2020
Jerami Grant,SF,DEN,71,24,"1,891",851,88,50,57,63,248,58,190,303,47.8,98,38.9,147,47.37,25,210,"6'8""",2020
Fred VanVleet,PG,TOR,54,54,"1,928",952,357,100,17,121,203,18,185,319,41.3,146,39.0,168,96.53,25,193,"6'0""",2020
Al-Farouq Aminu,PF,ORL,18,2,380,78,21,18,8,17,87,24,63,25,29.1,9,25.0,19,0.0,29,220,"6'8""",2020
Tyus Jones,PG,MEM,65,6,"1,232",484,285,59,6,55,103,9,94,197,45.9,47,37.9,43,36.1,23,196,"6'0""",2020
George Hill,PG,MIL,59,2,"1,271",554,180,47,5,57,177,50,127,194,51.6,81,46.0,85,49.7,33,188,"6'4""",2020
Kyle Anderson,SF,MEM,67,28,"1,329",390,162,54,37,66,285,58,227,157,47.4,24,28.2,52,34.08,26,236,"6'9""",2020
Taj Gibson,C,NYK,62,56,"1,025",379,52,27,30,47,267,111,156,167,58.4,4,28.6,41,14.53,34,232,"6'9""",2020
Ja Morant,PG,MEM,67,67,"2,074","1,193",488,58,18,220,259,51,208,447,47.7,60,33.5,239,88.99,20,174,"6'2""",2020
Lonzo Ball,PG,NOP,63,54,"2,025",745,438,88,38,193,383,71,312,277,40.3,148,37.5,43,87.48,22,190,"6'6""",2020
E'Twaun Moore,SG,NOP,56,6,"1,019",466,78,32,11,40,131,31,100,186,42.6,63,37.7,31,15.98,30,191,"6'3""",2020
Bogdan Bogdanovic,SG,SAC,61,28,"1,765",924,207,64,15,102,207,26,181,337,44.0,164,37.2,86,70.81,27,220,"6'6""",2020
P.J. Tucker,SF,HOU,72,72,"2,467",500,115,77,36,72,476,112,364,177,41.5,107,35.8,39,39.77,34,245,"6'5""",2020
Kentavious Caldwell-Pope,SG,LAL,69,26,"1,761",645,111,57,14,62,142,38,104,237,46.7,92,38.5,79,28.23,26,204,"6'5""",2020
Louis Williams,SG,LAC,65,8,"1,863","1,185",365,44,12,182,201,31,170,391,41.8,111,35.2,292,85.87,33,175,"6'2""",2020
Wayne Ellington,SG,NYK,36,1,558,183,44,13,4,18,65,4,61,61,35.1,50,35.0,11,9.17,32,207,"6'4""",2020
Elfrid Payton,PG,NYK,45,36,"1,245",449,323,70,17,96,212,52,160,193,43.9,14,20.3,49,75.66,25,195,"6'3""",2020
R.J. Barrett,SF,NYK,56,55,"1,704",803,143,55,17,124,279,50,229,292,40.2,63,32.0,156,42.72,19,214,"6'6""",2020
Jayson Tatum,SF,BOS,66,66,"2,265","1,547",200,93,57,155,460,64,396,552,45.0,189,40.3,254,99.92,21,210,"6'8""",2020
Jae Crowder,SF,MIA,65,53,"1,874",684,161,72,24,69,384,52,332,226,40.1,135,34.3,97,71.8,29,251,"6'6""",2020
Luka Doncic,PG,DAL,61,61,"2,047","1,759",538,62,14,260,573,78,495,581,46.3,171,31.6,426,100.0,20,230,"6'7""",2020
Joe Harris,SG,BKN,69,69,"2,122",998,144,41,17,104,298,64,234,381,48.6,172,42.4,64,64.09,28,220,"6'6""",2020
Seth Curry,SG,DAL,64,25,"1,575",793,124,38,9,62,145,27,118,284,49.5,145,45.2,80,50.78,29,185,"6'1""",2020
Doug McDermott,SF,IND,69,0,"1,372",710,78,12,5,42,174,26,148,267,48.8,128,43.5,48,33.93,28,220,"6'6""",2020
Langston Galloway,SG,DET,66,6,"1,702",677,101,48,11,40,149,33,116,236,43.5,132,39.9,73,36.65,28,200,"6'1""",2020
Derrick Rose,PG,DET,50,15,"1,297",904,278,40,16,126,121,27,94,369,49.0,45,30.6,121,87.34,31,200,"6'3""",2020
Brandon Ingram,SF,NOP,62,62,"2,103","1,477",259,61,38,189,380,51,329,507,46.3,150,39.1,313,99.69,22,210,"6'8""",2020
Darius Miller,SF,NOP,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,29,225,"6'6""",2020
De'Andre Hunter,SF,ATL,63,62,"2,017",778,111,44,18,103,286,44,242,280,41.0,108,35.5,110,25.86,22,225,"6'7""",2020
Josh Jackson,SF,MEM,22,0,381,198,35,18,9,28,66,11,55,70,44.0,23,31.9,35,0.0,22,207,"6'8""",2020
Ersan Ilyasova,PF,MIL,63,8,986,414,49,23,17,34,302,62,240,146,46.6,50,36.5,72,31.27,32,235,"6'9""",2020
Nemanja Bjelica,PF,SAC,72,67,"2,011",831,203,62,40,99,458,111,347,314,48.1,134,41.9,69,88.06,31,234,"6'9""",2020
Jaylen Brown,SG,BOS,57,57,"1,933","1,159",118,65,20,125,364,62,302,427,48.1,129,38.2,176,94.93,23,220,"6'6""",2020
Jabari Parker,PF,SAC,38,23,917,531,68,45,16,64,214,61,153,219,51.0,32,26.9,61,74.24,24,245,"6'7""",2020
Ivica Zubac,C,LAC,72,70,"1,326",596,82,16,66,61,543,197,346,236,61.3,0,0.0,124,65.76,22,240,"7'0""",2020
Darius Garland,PG,CLE,59,59,"1,824",728,229,42,4,151,111,27,84,280,40.1,105,35.5,63,19.41,20,186,"6'1""",2020
De'Aaron Fox,PG,SAC,51,49,"1,634","1,077",348,74,25,158,196,35,161,391,48.0,54,29.2,241,98.47,22,185,"6'3""",2020
Trae Young,PG,ATL,60,60,"2,120","1,778",560,65,8,289,254,31,223,546,43.7,205,36.1,481,99.98,21,164,"6'1""",2020
Ishmael Smith,PG,WAS,68,23,"1,787",740,334,59,30,95,219,30,189,308,44.7,62,36.7,62,63.19,31,175,"6'0""",2020
Montrezl Harrell,C,LAC,63,2,"1,749","1,173",107,39,72,108,446,164,282,471,58.0,0,0.0,231,98.17,26,240,"6'7""",2020
Marco Belinelli,SG,SAS,57,0,883,361,69,12,1,19,99,7,92,123,39.2,67,37.6,48,13.99,33,220,"6'5""",2020
Jarrett Culver,SF,MIN,63,35,"1,505",580,110,57,38,81,212,70,142,230,40.4,66,29.9,54,27.8,20,195,"6'6""",2020
Rodney Hood,SG,POR,21,21,618,230,32,17,4,19,72,10,62,87,50.6,35,49.3,21,0.0,27,208,"6'8""",2020
Mohamed Bamba,C,ORL,62,0,878,332,42,23,86,42,302,100,202,132,46.2,37,34.6,31,34.8,21,231,"7'0""",2020
Trey Lyles,PF,SAS,63,53,"1,270",404,69,28,28,39,361,71,290,153,44.6,65,38.7,33,40.36,24,234,"6'9""",2020
Kris Dunn,PG,CHI,51,32,"1,268",373,173,101,17,68,186,23,163,152,44.4,29,25.9,40,59.42,25,205,"6'3""",2020
Coby White,PG,CHI,65,1,"1,674",859,175,49,6,109,230,28,202,312,39.4,133,35.4,102,48.16,19,195,"6'5""",2020
Lauri Markkanen,PF,CHI,50,50,"1,491",737,74,42,23,81,313,60,253,251,42.5,109,34.4,126,80.62,22,238,"7'0""",2020
Daniel Theis,PF,BOS,65,64,"1,566",601,111,37,84,54,426,140,286,241,56.6,32,33.3,87,85.62,27,245,"6'8""",2020
Jaxson Hayes,C,NOP,64,14,"1,079",472,56,26,55,53,259,97,162,174,67.2,1,25.0,123,37.46,19,220,"7'0""",2020
Buddy Hield,SG,SAC,72,44,"2,216","1,382",213,66,17,168,328,57,271,498,42.9,271,39.4,115,94.87,27,220,"6'4""",2020
Frank Ntilikina,PG,NYK,57,26,"1,186",357,172,54,16,71,121,23,98,131,39.3,44,32.1,51,26.66,21,200,"6'4""",2020
Rodney McGruder,SG,LAC,56,4,870,187,36,26,8,24,151,29,122,72,39.8,24,27.0,19,12.15,28,205,"6'4""",2020
Robin Lopez,C,MIL,66,5,958,357,45,10,45,63,161,56,105,147,49.2,35,33.3,28,14.2,31,295,"7'0""",2020
Garrett Temple,SG,BKN,62,35,"1,729",641,156,49,29,62,218,29,189,222,37.8,127,32.9,70,56.98,33,195,"6'6""",2020
Ed Davis,PF,UTA,29,1,303,51,12,11,9,13,105,35,70,22,47.8,0,0.0,7,11.1,30,218,"6'9""",2020
Avery Bradley,SG,LAL,49,44,"1,186",423,63,43,5,47,115,18,97,170,44.4,63,36.4,20,27.95,29,180,"6'3""",2020
Mike Scott,PF,PHI,68,11,"1,206",408,56,21,5,26,248,65,183,149,42.6,80,36.9,30,24.62,31,237,"6'7""",2020
Justin Holiday,SG,IND,73,6,"1,825",603,93,88,46,44,238,32,206,208,42.8,134,40.5,53,63.52,30,180,"6'6""",2020
JaMychal Green,PF,LAC,63,1,"1,307",430,49,29,24,54,388,77,311,151,42.9,92,38.7,36,46.81,29,227,"6'9""",2020
Frank Kaminsky,PF,PHX,39,13,777,378,75,14,10,37,176,35,141,138,45.0,41,33.1,61,52.71,26,240,"7'0""",2020
Richaun Holmes,PF,SAC,44,38,"1,241",539,42,41,56,52,358,127,231,223,64.8,0,0.0,93,88.09,26,235,"6'8""",2020
Collin Sexton,PG,CLE,65,65,"2,142","1,349",192,65,7,158,204,61,143,513,47.2,97,38.0,226,82.0,21,192,"6'1""",2020
Rui Hachimura,PF,WAS,48,48,"1,444",649,87,37,8,53,294,78,216,254,46.6,25,28.7,116,67.01,21,230,"6'8""",2020
Kevon Looney,C,GSW,20,4,261,68,20,12,6,12,66,28,38,29,36.7,1,7.1,9,0.0,23,257,"6'9""",2020
Dennis Smith Jr.,PG,NYK,34,3,537,187,98,28,8,58,78,21,57,72,34.1,16,29.6,27,20.96,22,205,"6'3""",2020
Jamal Murray,PG,DEN,59,59,"1,903","1,091",284,67,17,127,236,45,191,408,45.6,112,34.6,163,96.35,22,215,"6'4""",2020
Kevin Knox,SF,NYK,65,4,"1,166",419,61,23,28,45,184,28,156,144,35.9,65,32.7,66,17.77,20,215,"6'7""",2020
Cam Reddish,SF,ATL,58,34,"1,550",610,87,62,28,96,216,35,181,213,38.4,83,33.2,101,36.98,20,217,"6'7""",2020
Mikal Bridges,SF,PHX,73,32,"2,042",667,129,102,46,73,291,66,225,247,51.0,70,36.1,103,78.38,23,209,"6'6""",2020
Alex Len,C,SAC,55,12,970,438,50,23,48,55,321,100,221,177,55.5,16,27.1,68,46.64,26,250,"7'0""",2020
Nicolo Melli,PF,NOP,60,8,"1,042",395,82,34,23,46,180,38,142,136,42.1,69,33.5,54,34.48,29,236,"6'9""",2020
Cameron Johnson,SF,PHX,58,9,"1,256",504,69,36,20,32,187,49,138,176,43.5,106,39.0,46,51.46,23,220,"6'8""",2020
Malik Monk,SG,CHA,55,1,"1,169",564,114,25,16,77,157,27,130,212,43.4,58,28.4,82,41.7,21,200,"6'3""",2020
JaVale McGee,C,LAL,68,68,"1,130",446,37,36,94,55,390,125,265,195,63.7,3,50.0,53,56.4,32,270,"7'0""",2020
Reggie Bullock,SG,NYK,29,19,684,234,42,25,3,19,68,13,55,90,40.2,37,33.3,17,30.63,28,205,"6'6""",2020
Patrick McCaw,SG,TOR,37,12,908,170,79,39,4,29,86,19,67,67,41.4,23,32.4,13,26.55,24,181,"6'7""",2020
Dorian Finney-Smith,SF,DAL,71,68,"2,119",678,114,45,39,69,405,145,260,243,46.6,114,37.6,78,72.65,26,222,"6'7""",2020
Shai Gilgeous-Alexander,PG,OKC,70,70,"2,428","1,331",232,79,47,134,412,47,365,478,47.1,87,34.7,288,98.57,21,200,"6'6""",2020
PJ Washington,PF,CHA,58,57,"1,759",710,123,51,44,93,316,58,258,268,45.5,86,37.4,88,75.3,21,230,"6'7""",2020
Luke Kennard,SG,DET,28,25,921,442,115,12,6,43,98,9,89,151,44.2,73,39.9,67,80.22,23,206,"6'5""",2020
Miles Bridges,SF,CHA,65,64,"1,995",843,114,40,48,95,362,88,274,319,42.4,99,33.0,106,69.23,21,225,"6'6""",2020
Jakob Poeltl,C,SAS,66,18,"1,171",372,117,37,95,54,375,131,244,166,62.4,0,0.0,40,68.59,24,245,"7'1""",2020
Tyler Herro,SG,MIA,55,8,"1,508",743,121,34,9,87,224,16,208,270,42.8,116,38.9,87,63.36,20,195,"6'5""",2020
Donovan Mitchell,SG,UTA,69,69,"2,364","1,655",294,70,14,184,304,53,251,602,44.9,173,36.6,278,99.38,23,215,"6'3""",2020
Stanley Johnson,SF,TOR,25,0,149,60,20,6,4,15,37,7,30,22,37.3,7,29.2,9,0.0,23,242,"6'6""",2020
Jake Layman,SF,MIN,23,2,505,210,15,17,10,24,57,17,40,81,45.3,24,33.3,24,33.4,25,209,"6'8""",2020
Thon Maker,C,DET,60,14,776,281,43,25,39,45,167,54,113,93,48.2,22,34.4,73,23.92,22,221,"7'0""",2020
Jerome Robinson,SG,WAS,63,6,979,319,87,28,17,49,129,13,116,115,37.1,49,32.0,40,22.76,22,200,"6'5""",2020
Danuel House Jr.,SF,HOU,63,52,"1,912",662,85,67,34,54,267,57,210,230,42.7,129,36.3,73,68.71,26,220,"6'6""",2020
Boban Marjanovic,C,DAL,41,5,421,289,20,8,10,30,197,66,131,121,57.3,4,23.5,43,34.7,31,286,"7'4""",2020
T.J. McConnell,PG,IND,71,3,"1,326",464,355,56,11,100,189,38,151,212,51.6,5,29.4,35,60.3,27,190,"6'2""",2020
Taurean Prince,SF,BKN,64,61,"1,857",773,116,57,25,127,381,50,331,278,37.6,146,33.9,71,67.84,25,218,"6'6""",2020
Romeo Langford,SF,BOS,32,2,369,79,13,8,8,11,41,15,26,28,35.0,5,18.5,18,8.07,20,215,"6'5""",2020
Bam Adebayo,C,MIA,72,72,"2,417","1,146",368,82,93,204,735,176,559,440,55.7,2,14.3,264,99.91,22,255,"6'9""",2020
Denzel Valentine,SG,CHI,36,5,487,246,43,26,6,26,74,9,65,97,40.9,46,33.6,6,34.88,26,220,"6'4""",2020
Juancho Hernangomez,PF,MIN,48,14,833,288,40,19,9,32,197,43,154,100,40.5,44,34.1,44,31.12,24,214,"6'9""",2020
Sekou Doumbouya,SF,DET,38,19,753,243,19,20,8,35,118,20,98,92,39.0,28,28.6,31,16.34,19,230,"6'8""",2020
Justin Jackson,SF,DAL,65,3,"1,044",360,52,15,10,14,154,27,127,135,39.6,48,29.4,42,20.29,24,220,"6'8""",2020
Troy Brown Jr.,SF,WAS,69,22,"1,781",716,178,85,7,79,383,76,307,273,43.9,61,34.1,109,75.54,20,215,"6'6""",2020
Yogi Ferrell,PG,SAC,50,0,529,218,69,18,4,28,49,6,43,79,42.0,24,30.4,36,17.72,26,178,"6'0""",2020
Zhaire Smith,SG,PHI,7,0,32,8,2,3,0,2,2,0,2,3,27.3,0,0.0,2,0.0,20,199,"6'3""",2020
Khem Birch,C,ORL,48,24,921,212,50,20,23,31,220,91,129,73,51.0,0,0.0,66,27.26,27,230,"6'8""",2020
Quinn Cook,PG,LAL,44,1,507,224,49,12,2,33,52,12,40,91,42.3,31,36.5,11,16.3,26,180,"6'1""",2020
Ryan Arcidiacono,PG,CHI,58,4,929,261,96,27,3,37,110,20,90,90,40.9,54,39.1,27,20.27,25,195,"6'3""",2020
Nickeil Alexander-Walker,SG,NOP,47,1,590,267,89,17,8,54,84,9,75,98,36.8,46,34.6,25,20.44,21,205,"6'5""",2020
Cedi Osman,SF,CLE,65,65,"1,910",718,154,54,16,91,231,39,192,266,43.7,123,38.3,63,57.56,24,230,"6'7""",2020
Donte DiVincenzo,SG,MIL,66,24,"1,520",610,154,87,20,90,318,66,252,232,45.5,83,33.6,63,78.25,23,203,"6'4""",2020
Bryn Forbes,SG,SAS,63,62,"1,579",707,108,33,0,57,126,12,114,242,41.7,148,38.8,75,40.51,26,205,"6'2""",2020
Lonnie Walker IV,SG,SAS,61,12,988,389,68,32,14,45,139,23,116,152,42.6,41,40.6,44,29.42,21,210,"6'4""",2020
Alex Caruso,PG,LAL,64,2,"1,175",349,124,70,18,53,123,17,106,120,41.2,40,33.3,69,39.78,25,186,"6'5""",2020
Malik Beasley,SG,MIN,55,14,"1,208",615,75,40,8,57,148,18,130,227,42.5,107,38.8,54,52.51,23,187,"6'4""",2020
John Collins,PF,ATL,41,41,"1,361",885,60,31,66,75,416,116,300,353,58.3,59,40.1,120,99.88,22,234,"6'9""",2020
Kevin Huerter,SG,ATL,56,48,"1,760",684,214,51,27,87,229,36,193,252,41.3,127,38.0,53,76.76,21,202,"6'7""",2020
Caris LeVert,SG,BKN,45,31,"1,329",842,199,53,10,118,188,49,139,311,42.5,80,36.4,140,93.66,25,205,"6'6""",2020
Marko Guduric,SG,MEM,44,0,483,173,45,12,8,36,73,14,59,62,39.5,25,30.1,24,15.91,24,201,"6'6""",2020
DeAndre' Bembry,SF,ATL,43,4,915,249,81,55,19,60,152,34,118,104,45.6,15,23.1,26,45.49,25,210,"6'5""",2020
Matisse Thybulle,SF,PHI,65,14,"1,287",305,79,94,47,51,107,44,63,112,42.3,56,35.7,25,44.5,22,201,"6'5""",2020
Rajon Rondo,PG,LAL,48,3,984,342,240,40,2,91,142,23,119,137,41.8,41,32.8,27,56.16,33,180,"6'1""",2020
Wesley Matthews,SG,MIL,67,67,"1,634",494,92,38,9,43,166,22,144,167,39.6,108,36.4,52,36.47,33,218,"6'5""",2020
Josh Okogie,SG,MIN,62,28,"1,547",533,99,68,26,87,268,87,181,170,42.7,41,26.6,152,49.64,21,213,"6'4""",2020
Vincent Poirier,C,BOS,21,0,130,41,8,2,9,8,43,13,30,17,47.2,1,50.0,6,0.0,26,235,"7'0""",2020
Rondae Hollis-Jefferson,SF,TOR,60,6,"1,121",418,106,46,23,59,283,110,173,155,47.1,3,13.0,105,60.76,25,217,"6'6""",2020
Brandon Clarke,PF,MEM,58,4,"1,300",700,81,32,48,55,345,92,253,296,61.8,23,35.9,85,91.95,23,210,"6'7""",2020
Terrance Ferguson,SG,OKC,56,38,"1,257",220,51,27,17,31,74,23,51,78,35.5,49,29.2,15,11.79,21,190,"6'6""",2020
Grayson Allen,SG,MEM,38,0,718,330,52,10,2,33,85,8,77,117,46.6,57,40.4,39,37.63,24,198,"6'4""",2020
Grant Williams,SF,BOS,69,5,"1,043",237,68,30,36,50,178,59,119,87,41.2,24,25.0,39,20.56,21,236,"6'6""",2020
Pascal Siakam,PF,TOR,60,60,"2,110","1,371",207,61,53,148,439,64,375,500,45.3,131,35.9,240,99.93,25,230,"6'8""",2020
Chandler Hutchison,SF,CHI,28,10,526,218,26,27,7,27,108,18,90,80,45.7,12,31.6,46,45.07,23,210,"6'6""",2020
Dejounte Murray,PG,SAS,66,58,"1,686",720,271,111,17,125,383,69,314,294,46.2,41,36.9,91,90.71,23,180,"6'5""",2020
Darius Bazley,PF,OKC,61,9,"1,129",342,41,23,41,45,246,30,216,125,39.4,49,34.8,43,37.86,19,216,"6'9""",2020
OG Anunoby,SF,TOR,69,68,"2,065",733,108,96,45,79,364,80,284,286,50.5,89,39.0,72,90.69,22,232,"6'7""",2020
Luke Kornet,PF,CHI,36,14,558,215,32,11,26,14,84,22,62,82,43.9,31,28.7,20,34.17,24,252,"7'2""",2020
Aaron Holiday,PG,IND,66,33,"1,617",627,225,54,16,88,155,22,133,233,41.4,87,39.4,74,58.62,23,185,"6'0""",2020
Ty Jerome,SG,PHX,31,0,327,102,44,15,3,18,46,7,39,38,33.6,14,28.0,12,17.61,22,200,"6'5""",2020
